tag	index	loopnr	value	filename
_atom_type_symbol	0	2	C	tests/cif2tsv_012.inp
_atom_type_symbol	1	2	H	tests/cif2tsv_012.inp
_atom_type_symbol	2	2	Co	tests/cif2tsv_012.inp
_atom_type_symbol	3	2	Nd	tests/cif2tsv_012.inp
_atom_type_symbol	4	2	O	tests/cif2tsv_012.inp
_atom_type_radius_bond	0	2	0.68	tests/cif2tsv_012.inp
_atom_type_radius_bond	1	2	0.23	tests/cif2tsv_012.inp
_atom_type_radius_bond	2	2	1.33	tests/cif2tsv_012.inp
_atom_type_radius_bond	3	2	1.81	tests/cif2tsv_012.inp
_atom_type_radius_bond	4	2	0.68	tests/cif2tsv_012.inp
_atom_site_label	0	3	Nd1	tests/cif2tsv_012.inp
_atom_site_label	1	3	Co1	tests/cif2tsv_012.inp
_atom_site_label	2	3	O1	tests/cif2tsv_012.inp
_atom_site_label	3	3	O2	tests/cif2tsv_012.inp
_atom_site_label	4	3	O3	tests/cif2tsv_012.inp
_atom_site_label	5	3	O4	tests/cif2tsv_012.inp
_atom_site_label	6	3	O5	tests/cif2tsv_012.inp
_atom_site_label	7	3	O6	tests/cif2tsv_012.inp
_atom_site_label	8	3	O7	tests/cif2tsv_012.inp
_atom_site_label	9	3	O8	tests/cif2tsv_012.inp
_atom_site_label	10	3	O9	tests/cif2tsv_012.inp
_atom_site_label	11	3	O10	tests/cif2tsv_012.inp
_atom_site_label	12	3	O11	tests/cif2tsv_012.inp
_atom_site_label	13	3	O12	tests/cif2tsv_012.inp
_atom_site_label	14	3	O13	tests/cif2tsv_012.inp
_atom_site_label	15	3	C1	tests/cif2tsv_012.inp
_atom_site_label	16	3	C2	tests/cif2tsv_012.inp
_atom_site_label	17	3	C3	tests/cif2tsv_012.inp
_atom_site_label	18	3	C4	tests/cif2tsv_012.inp
_atom_site_label	19	3	C5	tests/cif2tsv_012.inp
_atom_site_label	20	3	C6	tests/cif2tsv_012.inp
_atom_site_label	21	3	C7	tests/cif2tsv_012.inp
_atom_site_label	22	3	C8	tests/cif2tsv_012.inp
_atom_site_label	23	3	H1	tests/cif2tsv_012.inp
_atom_site_label	24	3	H2	tests/cif2tsv_012.inp
_atom_site_label	25	3	H3	tests/cif2tsv_012.inp
_atom_site_label	26	3	H4	tests/cif2tsv_012.inp
_atom_site_label	27	3	H5	tests/cif2tsv_012.inp
_atom_site_label	28	3	H6	tests/cif2tsv_012.inp
_atom_site_label	29	3	H7	tests/cif2tsv_012.inp
_atom_site_label	30	3	H8	tests/cif2tsv_012.inp
_atom_site_label	31	3	H9	tests/cif2tsv_012.inp
_atom_site_label	32	3	H10	tests/cif2tsv_012.inp
_atom_site_label	33	3	H11	tests/cif2tsv_012.inp
_atom_site_label	34	3	H12	tests/cif2tsv_012.inp
_atom_site_label	35	3	H13	tests/cif2tsv_012.inp
_atom_site_label	36	3	H14	tests/cif2tsv_012.inp
_atom_site_label	37	3	H15	tests/cif2tsv_012.inp
_atom_site_label	38	3	H16	tests/cif2tsv_012.inp
_atom_site_label	39	3	H17	tests/cif2tsv_012.inp
_atom_site_label	40	3	H18	tests/cif2tsv_012.inp
_atom_site_label	41	3	H19	tests/cif2tsv_012.inp
_atom_site_label	42	3	H20	tests/cif2tsv_012.inp
_atom_site_label	43	3	H21	tests/cif2tsv_012.inp
_atom_site_label	44	3	H22	tests/cif2tsv_012.inp
_atom_site_label	45	3	O1A*	tests/cif2tsv_012.inp
_atom_site_label	46	3	Nd1A*	tests/cif2tsv_012.inp
_atom_site_label	47	3	O3A*	tests/cif2tsv_012.inp
_atom_site_label	48	3	O5A*	tests/cif2tsv_012.inp
_atom_site_label	49	3	O7A*	tests/cif2tsv_012.inp
_atom_site_label	50	3	C3A*	tests/cif2tsv_012.inp
_atom_site_label	51	3	O2A*	tests/cif2tsv_012.inp
_atom_site_label	52	3	O3A**	tests/cif2tsv_012.inp
_atom_site_label	53	3	O4A*	tests/cif2tsv_012.inp
_atom_site_label	54	3	O6A*	tests/cif2tsv_012.inp
_atom_site_label	55	3	O8A*	tests/cif2tsv_012.inp
_atom_site_label	56	3	O9A*	tests/cif2tsv_012.inp
_atom_site_label	57	3	O11A*	tests/cif2tsv_012.inp
_atom_site_label	58	3	Nd1A**	tests/cif2tsv_012.inp
_atom_site_label	59	3	C1A*	tests/cif2tsv_012.inp
_atom_site_label	60	3	C4A*	tests/cif2tsv_012.inp
_atom_site_label	61	3	C2A*	tests/cif2tsv_012.inp
_atom_site_label	62	3	C7A*	tests/cif2tsv_012.inp
_atom_site_label	63	3	C1A**	tests/cif2tsv_012.inp
_atom_site_label	64	3	C4A**	tests/cif2tsv_012.inp
_atom_site_label	65	3	C2A**	tests/cif2tsv_012.inp
_atom_site_label	66	3	H1A*	tests/cif2tsv_012.inp
_atom_site_label	67	3	H2A*	tests/cif2tsv_012.inp
_atom_site_label	68	3	H5A*	tests/cif2tsv_012.inp
_atom_site_label	69	3	H6A*	tests/cif2tsv_012.inp
_atom_site_label	70	3	O4A**	tests/cif2tsv_012.inp
_atom_site_label	71	3	C5A*	tests/cif2tsv_012.inp
_atom_site_label	72	3	O6A**	tests/cif2tsv_012.inp
_atom_site_label	73	3	C8A*	tests/cif2tsv_012.inp
_atom_site_label	74	3	O8A**	tests/cif2tsv_012.inp
_atom_site_label	75	3	C6A*	tests/cif2tsv_012.inp
_atom_site_label	76	3	H17A*	tests/cif2tsv_012.inp
_atom_site_label	77	3	H18A*	tests/cif2tsv_012.inp
_atom_site_label	78	3	H19A*	tests/cif2tsv_012.inp
_atom_site_label	79	3	H11A*	tests/cif2tsv_012.inp
_atom_site_label	80	3	H12A*	tests/cif2tsv_012.inp
_atom_site_label	81	3	H13A*	tests/cif2tsv_012.inp
_atom_site_label	82	3	H20A*	tests/cif2tsv_012.inp
_atom_site_label	83	3	H21A*	tests/cif2tsv_012.inp
_atom_site_label	84	3	H22A*	tests/cif2tsv_012.inp
_atom_site_label	85	3	H14A*	tests/cif2tsv_012.inp
_atom_site_label	86	3	H15A*	tests/cif2tsv_012.inp
_atom_site_label	87	3	H16A*	tests/cif2tsv_012.inp
_atom_site_type_symbol	0	3	Nd	tests/cif2tsv_012.inp
_atom_site_type_symbol	1	3	Co	tests/cif2tsv_012.inp
_atom_site_type_symbol	2	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	3	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	4	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	5	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	6	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	7	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	8	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	9	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	10	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	11	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	12	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	13	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	14	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	15	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	16	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	17	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	18	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	19	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	20	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	21	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	22	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	23	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	24	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	25	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	26	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	27	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	28	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	29	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	30	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	31	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	32	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	33	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	34	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	35	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	36	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	37	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	38	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	39	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	40	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	41	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	42	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	43	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	44	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	45	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	46	3	Nd	tests/cif2tsv_012.inp
_atom_site_type_symbol	47	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	48	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	49	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	50	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	51	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	52	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	53	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	54	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	55	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	56	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	57	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	58	3	Nd	tests/cif2tsv_012.inp
_atom_site_type_symbol	59	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	60	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	61	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	62	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	63	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	64	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	65	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	66	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	67	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	68	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	69	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	70	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	71	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	72	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	73	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	74	3	O	tests/cif2tsv_012.inp
_atom_site_type_symbol	75	3	C	tests/cif2tsv_012.inp
_atom_site_type_symbol	76	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	77	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	78	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	79	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	80	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	81	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	82	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	83	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	84	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	85	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	86	3	H	tests/cif2tsv_012.inp
_atom_site_type_symbol	87	3	H	tests/cif2tsv_012.inp
_atom_site_fract_x	0	3	0.08652(1)	tests/cif2tsv_012.inp
_atom_site_fract_x	1	3	0.00000	tests/cif2tsv_012.inp
_atom_site_fract_x	2	3	0.1104(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	3	3	0.2765(3)	tests/cif2tsv_012.inp
_atom_site_fract_x	4	3	0.1692(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	5	3	0.3817(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	6	3	-0.0662(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	7	3	-0.1046(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	8	3	-0.2041(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	9	3	-0.1406(3)	tests/cif2tsv_012.inp
_atom_site_fract_x	10	3	0.2875(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	11	3	0.3925(3)	tests/cif2tsv_012.inp
_atom_site_fract_x	12	3	0.1131(3)	tests/cif2tsv_012.inp
_atom_site_fract_x	13	3	0.0941(4)	tests/cif2tsv_012.inp
_atom_site_fract_x	14	3	0.3018(4)	tests/cif2tsv_012.inp
_atom_site_fract_x	15	3	0.3266(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	16	3	-0.2295(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	17	3	0.2321(3)	tests/cif2tsv_012.inp
_atom_site_fract_x	18	3	-0.1002(3)	tests/cif2tsv_012.inp
_atom_site_fract_x	19	3	0.4411(3)	tests/cif2tsv_012.inp
_atom_site_fract_x	20	3	-0.3757(4)	tests/cif2tsv_012.inp
_atom_site_fract_x	21	3	0.3274(5)	tests/cif2tsv_012.inp
_atom_site_fract_x	22	3	-0.1363(7)	tests/cif2tsv_012.inp
_atom_site_fract_x	23	3	0.1991(49)	tests/cif2tsv_012.inp
_atom_site_fract_x	24	3	0.4008(33)	tests/cif2tsv_012.inp
_atom_site_fract_x	25	3	0.2912(38)	tests/cif2tsv_012.inp
_atom_site_fract_x	26	3	0.3530(57)	tests/cif2tsv_012.inp
_atom_site_fract_x	27	3	0.0390(56)	tests/cif2tsv_012.inp
_atom_site_fract_x	28	3	0.2211(42)	tests/cif2tsv_012.inp
_atom_site_fract_x	29	3	0.1026(80)	tests/cif2tsv_012.inp
_atom_site_fract_x	30	3	0.0848(80)	tests/cif2tsv_012.inp
_atom_site_fract_x	31	3	0.3767(53)	tests/cif2tsv_012.inp
_atom_site_fract_x	32	3	0.3767(53)	tests/cif2tsv_012.inp
_atom_site_fract_x	33	3	0.3756(64)	tests/cif2tsv_012.inp
_atom_site_fract_x	34	3	0.5401(51)	tests/cif2tsv_012.inp
_atom_site_fract_x	35	3	0.5008(60)	tests/cif2tsv_012.inp
_atom_site_fract_x	36	3	-0.4444(58)	tests/cif2tsv_012.inp
_atom_site_fract_x	37	3	-0.3174(64)	tests/cif2tsv_012.inp
_atom_site_fract_x	38	3	-0.4657(52)	tests/cif2tsv_012.inp
_atom_site_fract_x	39	3	0.2961(67)	tests/cif2tsv_012.inp
_atom_site_fract_x	40	3	0.2674(60)	tests/cif2tsv_012.inp
_atom_site_fract_x	41	3	0.4668(10)	tests/cif2tsv_012.inp
_atom_site_fract_x	42	3	-0.0448(44)	tests/cif2tsv_012.inp
_atom_site_fract_x	43	3	-0.0895(55)	tests/cif2tsv_012.inp
_atom_site_fract_x	44	3	-0.2612(32)	tests/cif2tsv_012.inp
_atom_site_fract_x	45	3	-0.1104(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	46	3	-0.08652(1)	tests/cif2tsv_012.inp
_atom_site_fract_x	47	3	-0.1692(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	48	3	0.0662(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	49	3	0.2041(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	50	3	-0.2321(3)	tests/cif2tsv_012.inp
_atom_site_fract_x	51	3	-0.2765(3)	tests/cif2tsv_012.inp
_atom_site_fract_x	52	3	-0.1692(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	53	3	-0.3817(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	54	3	0.1046(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	55	3	0.1406(3)	tests/cif2tsv_012.inp
_atom_site_fract_x	56	3	-0.2875(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	57	3	-0.1131(3)	tests/cif2tsv_012.inp
_atom_site_fract_x	58	3	-0.08652(1)	tests/cif2tsv_012.inp
_atom_site_fract_x	59	3	-0.3266(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	60	3	0.1002(3)	tests/cif2tsv_012.inp
_atom_site_fract_x	61	3	0.2295(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	62	3	-0.3274(5)	tests/cif2tsv_012.inp
_atom_site_fract_x	63	3	-0.3266(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	64	3	0.1002(3)	tests/cif2tsv_012.inp
_atom_site_fract_x	65	3	0.2295(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	66	3	-0.1991(49)	tests/cif2tsv_012.inp
_atom_site_fract_x	67	3	-0.4008(33)	tests/cif2tsv_012.inp
_atom_site_fract_x	68	3	-0.0390(56)	tests/cif2tsv_012.inp
_atom_site_fract_x	69	3	-0.2211(42)	tests/cif2tsv_012.inp
_atom_site_fract_x	70	3	-0.3817(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	71	3	-0.4411(3)	tests/cif2tsv_012.inp
_atom_site_fract_x	72	3	0.1046(2)	tests/cif2tsv_012.inp
_atom_site_fract_x	73	3	0.1363(7)	tests/cif2tsv_012.inp
_atom_site_fract_x	74	3	0.1406(3)	tests/cif2tsv_012.inp
_atom_site_fract_x	75	3	0.3757(4)	tests/cif2tsv_012.inp
_atom_site_fract_x	76	3	-0.2961(67)	tests/cif2tsv_012.inp
_atom_site_fract_x	77	3	-0.2674(60)	tests/cif2tsv_012.inp
_atom_site_fract_x	78	3	-0.4668(10)	tests/cif2tsv_012.inp
_atom_site_fract_x	79	3	-0.3756(64)	tests/cif2tsv_012.inp
_atom_site_fract_x	80	3	-0.5401(51)	tests/cif2tsv_012.inp
_atom_site_fract_x	81	3	-0.5008(60)	tests/cif2tsv_012.inp
_atom_site_fract_x	82	3	0.0448(44)	tests/cif2tsv_012.inp
_atom_site_fract_x	83	3	0.0895(55)	tests/cif2tsv_012.inp
_atom_site_fract_x	84	3	0.2612(32)	tests/cif2tsv_012.inp
_atom_site_fract_x	85	3	0.4444(58)	tests/cif2tsv_012.inp
_atom_site_fract_x	86	3	0.3174(64)	tests/cif2tsv_012.inp
_atom_site_fract_x	87	3	0.4657(52)	tests/cif2tsv_012.inp
_atom_site_fract_y	0	3	0.91889(1)	tests/cif2tsv_012.inp
_atom_site_fract_y	1	3	1.00000	tests/cif2tsv_012.inp
_atom_site_fract_y	2	3	1.1320(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	3	3	1.1607(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	4	3	0.9534(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	5	3	0.9169(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	6	3	1.1611(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	7	3	1.0779(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	8	3	0.8361(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	9	3	0.7728(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	10	3	0.8905(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	11	3	0.2934(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	12	3	0.6666(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	13	3	0.6002(3)	tests/cif2tsv_012.inp
_atom_site_fract_y	14	3	0.5562(3)	tests/cif2tsv_012.inp
_atom_site_fract_y	15	3	0.9366(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	16	3	0.7568(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	17	3	1.2062(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	18	3	1.1743(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	19	3	0.9424(4)	tests/cif2tsv_012.inp
_atom_site_fract_y	20	3	0.6297(3)	tests/cif2tsv_012.inp
_atom_site_fract_y	21	3	1.3442(3)	tests/cif2tsv_012.inp
_atom_site_fract_y	22	3	1.3150(3)	tests/cif2tsv_012.inp
_atom_site_fract_y	23	3	0.9233(52)	tests/cif2tsv_012.inp
_atom_site_fract_y	24	3	0.9591(43)	tests/cif2tsv_012.inp
_atom_site_fract_y	25	3	0.2807(64)	tests/cif2tsv_012.inp
_atom_site_fract_y	26	3	0.2516(60)	tests/cif2tsv_012.inp
_atom_site_fract_y	27	3	0.5809(32)	tests/cif2tsv_012.inp
_atom_site_fract_y	28	3	0.6412(50)	tests/cif2tsv_012.inp
_atom_site_fract_y	29	3	0.6802(33)	tests/cif2tsv_012.inp
_atom_site_fract_y	30	3	0.6363(46)	tests/cif2tsv_012.inp
_atom_site_fract_y	31	3	0.4899(43)	tests/cif2tsv_012.inp
_atom_site_fract_y	32	3	0.6421(36)	tests/cif2tsv_012.inp
_atom_site_fract_y	33	3	0.9536(52)	tests/cif2tsv_012.inp
_atom_site_fract_y	34	3	0.8803(47)	tests/cif2tsv_012.inp
_atom_site_fract_y	35	3	1.0460(25)	tests/cif2tsv_012.inp
_atom_site_fract_y	36	3	0.6118(57)	tests/cif2tsv_012.inp
_atom_site_fract_y	37	3	0.5399(37)	tests/cif2tsv_012.inp
_atom_site_fract_y	38	3	0.6434(56)	tests/cif2tsv_012.inp
_atom_site_fract_y	39	3	1.3575(61)	tests/cif2tsv_012.inp
_atom_site_fract_y	40	3	1.4135(49)	tests/cif2tsv_012.inp
_atom_site_fract_y	41	3	1.3698(53)	tests/cif2tsv_012.inp
_atom_site_fract_y	42	3	1.3532(52)	tests/cif2tsv_012.inp
_atom_site_fract_y	43	3	1.3650(55)	tests/cif2tsv_012.inp
_atom_site_fract_y	44	3	1.3399(59)	tests/cif2tsv_012.inp
_atom_site_fract_y	45	3	0.8680(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	46	3	1.08111(1)	tests/cif2tsv_012.inp
_atom_site_fract_y	47	3	1.0466(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	48	3	0.8389(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	49	3	1.1639(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	50	3	0.7938(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	51	3	0.8393(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	52	3	1.0466(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	53	3	1.0831(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	54	3	0.9221(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	55	3	1.2272(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	56	3	1.1095(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	57	3	1.3334(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	58	3	1.08111(1)	tests/cif2tsv_012.inp
_atom_site_fract_y	59	3	1.0634(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	60	3	0.8257(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	61	3	1.2432(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	62	3	0.6558(3)	tests/cif2tsv_012.inp
_atom_site_fract_y	63	3	1.0634(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	64	3	0.8257(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	65	3	1.2432(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	66	3	1.0767(52)	tests/cif2tsv_012.inp
_atom_site_fract_y	67	3	1.0409(43)	tests/cif2tsv_012.inp
_atom_site_fract_y	68	3	1.4191(32)	tests/cif2tsv_012.inp
_atom_site_fract_y	69	3	1.3588(50)	tests/cif2tsv_012.inp
_atom_site_fract_y	70	3	1.0831(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	71	3	1.0576(4)	tests/cif2tsv_012.inp
_atom_site_fract_y	72	3	0.9221(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	73	3	0.6850(3)	tests/cif2tsv_012.inp
_atom_site_fract_y	74	3	1.2272(2)	tests/cif2tsv_012.inp
_atom_site_fract_y	75	3	1.3703(3)	tests/cif2tsv_012.inp
_atom_site_fract_y	76	3	0.6425(61)	tests/cif2tsv_012.inp
_atom_site_fract_y	77	3	0.5865(49)	tests/cif2tsv_012.inp
_atom_site_fract_y	78	3	0.6302(53)	tests/cif2tsv_012.inp
_atom_site_fract_y	79	3	1.0464(52)	tests/cif2tsv_012.inp
_atom_site_fract_y	80	3	1.1197(47)	tests/cif2tsv_012.inp
_atom_site_fract_y	81	3	0.9540(25)	tests/cif2tsv_012.inp
_atom_site_fract_y	82	3	0.6468(52)	tests/cif2tsv_012.inp
_atom_site_fract_y	83	3	0.6350(55)	tests/cif2tsv_012.inp
_atom_site_fract_y	84	3	0.6601(59)	tests/cif2tsv_012.inp
_atom_site_fract_y	85	3	1.3882(57)	tests/cif2tsv_012.inp
_atom_site_fract_y	86	3	1.4601(37)	tests/cif2tsv_012.inp
_atom_site_fract_y	87	3	1.3566(56)	tests/cif2tsv_012.inp
_atom_site_fract_z	0	3	0.33204(1)	tests/cif2tsv_012.inp
_atom_site_fract_z	1	3	0.00000	tests/cif2tsv_012.inp
_atom_site_fract_z	2	3	0.5666(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	3	3	0.4591(2)	tests/cif2tsv_012.inp
